"movieId","tmdbId","year","imdbId","runtime","imdbRating","imdbVotes","title","url","revenue","plot","poster","released","budget"
"151","11780","1995","0114287","139","6.9","33700","Rob Roy","https://themoviedb.org/movie/11780","31596911","In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the ...","https://image.tmdb.org/t/p/w440_and_h660_face/oyOR8EygIDY7s2ubQyajulWsj9D.jpg","1995-04-14","28000000"
"152","34996","1995","0112288","82","6.4","6464","Addiction, The","https://themoviedb.org/movie/34996","","A New York philosophy grad student turns into a vampire after getting bitten by one, and then tries to come to terms with her new lifestyle and frequent craving for human blood.","https://image.tmdb.org/t/p/w440_and_h660_face/ps0vYKN5YQz5zTLZac6FayUaHbg.jpg","1995-10-06",""
"153","414","1995","0112462","121","5.4","184181","Batman Forever","https://themoviedb.org/movie/414","336529144","Batman must battle Two-Face and The Riddler with help of an amourous psychologist and a young circus acrobat who becomes his sidekick, Robin.","https://image.tmdb.org/t/p/w440_and_h660_face/k6EQ2OewzjF8TcPgok9wxpPAgXW.jpg","1995-06-16","100000000"
"154","649","1967","0061395","101","7.8","28125","Beauty of the Day (Belle de jour)","https://themoviedb.org/movie/649","","A frigid young housewife decides to spend her midweek afternoons as a prostitute.","https://image.tmdb.org/t/p/w440_and_h660_face/6FkuJLX3NPYRYheNIAxuQS8UHl3.jpg","1968-04-10",""
"155","1873","1995","0112495","100","6.6","4090","Beyond Rangoon","https://themoviedb.org/movie/1873","14700000","Laura is trying to pick up the pieces of her life after the murder of her husband and son, and goes on vacation with her sister to Burma. After losing her passport at a political rally, she...","https://image.tmdb.org/t/p/w440_and_h660_face/aVYw8aQs9599aWzoSswQvgNoCat.jpg","1995-08-25","23000000"
"156","5894","1995","0112541","83","6.7","7445","Blue in the Face","https://themoviedb.org/movie/5894","1275000","Wayne Wang's follow-up movie to Smoke presents a series of improvisational situations strung together to form a pastiche of Brooklyn's diverse ethnicity, offbeat humor, and essential ...","https://image.tmdb.org/t/p/w440_and_h660_face/yBFNJA95MNiasdNUPCU6otdtJE8.jpg","1995-10-13","2000000"
"157","1775","1995","0109370","91","5.9","13403","Canadian Bacon","https://themoviedb.org/movie/1775","178104","The U.S. President, low in the opinion polls, gets talked into raising his popularity by trying to start a cold war against Canada.","https://image.tmdb.org/t/p/w440_and_h660_face/bzK2aQ8xUB67kwCR5LHTSY99HtT.jpg","1995-09-22","11000000"
"158","8839","1995","0112642","100","6.0","82442","Casper","https://themoviedb.org/movie/8839","287928194","A paranormal expert and his daughter bunk in an abandoned house populated by 3 mischievous ghosts and one friendly one.","https://image.tmdb.org/t/p/w440_and_h660_face/2ah8fNJFZVU3vcXhU5xfAYi2eym.jpg","1995-05-26","50000000"
"159","20649","1995","0112688","128","6.9","16290","Clockers","https://themoviedb.org/movie/20649","13071518","Young drug pushers in the projects of Brooklyn live hard dangerous lives, trapped between their drug bosses and the detectives out to stop them.","https://image.tmdb.org/t/p/w440_and_h660_face/c79uqLJleho2a7OQayfrW5Ypphf.jpg","1995-09-13","25000000"
"160","10329","1995","0112715","109","5.0","33543","Congo","https://themoviedb.org/movie/10329","152022101","When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.","https://image.tmdb.org/t/p/w440_and_h660_face/9mqMitlulCpsttWr2fVzXFlbPKm.jpg","1995-06-09","50000000"
"161","8963","1995","0112740","116","7.3","78564","Crimson Tide","https://themoviedb.org/movie/8963","157387195","On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.","https://image.tmdb.org/t/p/w440_and_h660_face/21nqRJ6ofEgVvEl68J4O9V26Xzy.jpg","1995-05-12","53000000"
"162","26564","1994","0109508","119","8.0","13647","Crumb","https://themoviedb.org/movie/26564","3174695","An intimate portrait of the controversial cartoonist and his traumatized family.","https://image.tmdb.org/t/p/w440_and_h660_face/q3fFSO9jZkbLVjMtw47nAdOftnd.jpg","1995-04-28",""
"163","8068","1995","0112851","104","7.2","134371","Desperado","https://themoviedb.org/movie/8068","25405445","A gunslinger is embroiled in a war with a local drug runner.","https://image.tmdb.org/t/p/w440_and_h660_face/aHCdcvFHlp9l6nQ2MBtUFxpr3rt.jpg","1995-08-25","7000000"
"164","8512","1995","0112857","102","6.7","12879","Devil in a Blue Dress","https://themoviedb.org/movie/8512","16140822","An African American man is hired to find a woman and gets mixed up in a murderous political scandal.","https://image.tmdb.org/t/p/w440_and_h660_face/xHb2WARiPwbdg7abRZaTwa6WrRe.jpg","1995-09-29","27000000"
"165","1572","1995","0112864","128","7.6","291181","Die Hard: With a Vengeance","https://themoviedb.org/movie/1572","366101666","John McClane and a Harlem store owner are targeted by German terrorist Simon Gruber in New York City, where he plans to rob the Federal Reserve Building.","https://image.tmdb.org/t/p/w440_and_h660_face/sOqB9iMEcbGhAgH70dbs8U58UW5.jpg","1995-05-19","90000000"
"166","13552","1995","0112887","83","5.9","11099","Doom Generation, The","https://themoviedb.org/movie/13552","","Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex and violence-filled journey through an America of psychos and quickiemarts.","https://image.tmdb.org/t/p/w440_and_h660_face/8thxpuFCtdJDs0CAQGUTaJFmQ5D.jpg","1995-10-27",""
"167","259209","1995","0113044","116","6.4","406","Feast of July","https://themoviedb.org/movie/259209","","After an abandoned young woman in late 19th Century England is taken in by a rural couple with three handsome sons, tragic consequences result.","https://image.tmdb.org/t/p/w440_and_h660_face/inUPybROcLlzdG4EQeDIShfFjsD.jpg","1995-10-13",""
"168","6520","1995","0113071","134","5.9","53799","First Knight","https://themoviedb.org/movie/6520","127600435","Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table.","https://image.tmdb.org/t/p/w440_and_h660_face/hfJgGZADsXvrtFcptryC9r5Djsb.jpg","1995-07-07","55000000"
"169","9073","1995","0113114","95","4.9","12268","Free Willy 2: The Adventure Home","https://themoviedb.org/movie/9073","","Jesse becomes reunited with Willy three years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.","https://image.tmdb.org/t/p/w440_and_h660_face/ixaRL2YZ1qjFfVqjdiUxRaJj2cY.jpg","1995-07-19",""
"170","10428","1995","0113243","107","6.2","53423","Hackers","https://themoviedb.org/movie/10428","7563728","A young boy is arrested by the U.S. Secret Service for writing a computer virus and is banned from using a computer until his 18th birthday. Years later, he and his new-found friends ...","https://image.tmdb.org/t/p/w440_and_h660_face/qfx2EENW1sOpKNVKLzr7VOhlxkt.jpg","1995-09-15","20000000"
"171","17447","1995","0113464","92","6.7","4827","Jeffrey","https://themoviedb.org/movie/17447","","Jeffrey, a young gay man in New York, decides that sex is too much and decided to become celibate. He immediately meets the man of his dreams and must decide whether or not love is worth ...","https://image.tmdb.org/t/p/w440_and_h660_face/xK2rlzx2tv68ztP3cD8YTtcKYP1.jpg","1995-08-18",""
"172","9886","1995","0113481","96","5.5","55030","Johnny Mnemonic","https://themoviedb.org/movie/9886","19075720","A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.","https://image.tmdb.org/t/p/w440_and_h660_face/iH8Jgi8qvb7pnBfI8fVGaUbyRna.jpg","1995-05-26","25000000"
"173","9482","1995","0113492","96","5.4","85874","Judge Dredd","https://themoviedb.org/movie/9482","113493481","In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart.","https://image.tmdb.org/t/p/w440_and_h660_face/aja6BILb8Efe4eJksiPs5pHd5ai.jpg","1995-06-30","90000000"
"174","19326","1995","0113500","88","4.0","6111","Jury Duty","https://themoviedb.org/movie/19326","17014653","When jobless Tommy Collins discovers that sequestered jurors earn free room and board as well as $5-a-day, he gets himself assigned to a jury in a murder trial. Once there, he does ...","https://image.tmdb.org/t/p/w440_and_h660_face/DbKQDPqBE4kCaePj4CHu6r3ZAb.jpg","1995-04-12",""
"175","9344","1995","0113540","91","7.0","57515","Kids","https://themoviedb.org/movie/9344","7412216","A day in the life of a group of teens as they travel around New York City skating, drinking, smoking, and deflowering virgins.","https://image.tmdb.org/t/p/w440_and_h660_face/eyJGC7CrxyUbcrXNlWCu6tFMy1v.jpg","1995-09-01","1500000"
"176","9071","1995","0113677","90","7.6","12386","Living in Oblivion","https://themoviedb.org/movie/9071","1148752","Film about filmmaking. It takes place during one day on set of non-budget movie. Ultimate tribute to all independent filmmakers.","https://image.tmdb.org/t/p/w440_and_h660_face/wk3NlI3IuBCpCMK9rUeHHH79EMQ.jpg","1995-07-21","500000"
"177","8973","1995","0113690","109","6.0","10856","Lord of Illusions","https://themoviedb.org/movie/8973","","During a routine case in L.A., NY private investigator Harry D'Amour stumbles over members of a fanatic cult, who are waiting for the resurrection of their leader Nix. 13 years ago, Nix was...","https://image.tmdb.org/t/p/w440_and_h660_face/9OPWwSxchtS9NnQbftv9JP5ADcl.jpg","1995-08-25",""
"178","15730","1993","0107447","100","6.8","2167","Love & Human Remains","https://themoviedb.org/movie/15730","","Set in a dreary urban landscape of an anonymous Canadian city, LOVE AND HUMAN REMAINS is a dark comedy about a group of twentysomethings looking for love and meaning in the '90s. The film ...","https://image.tmdb.org/t/p/w440_and_h660_face/voOe21GJ53KBJeG0NIeLS5QEzJX.jpg","1995-06-23",""
"179","47608","1995","0113729","93","5.2","5217","Mad Love","https://themoviedb.org/movie/47608","15453274","Casey and Matt are high school kids in love. They run away together after Casey's parents check her into a mental hospital for trying to kill herself. Matt sneaks her out and on the road ...","https://image.tmdb.org/t/p/w440_and_h660_face/6B3aIJcGWBUzNvMkjuRZU4PUQjT.jpg","1995-05-26",""
"180","2293","1995","0113749","94","7.2","96628","Mallrats","https://themoviedb.org/movie/2293","2122561","Both dumped by their girlfriends, two best friends seek refuge in the local mall.","https://image.tmdb.org/t/p/w440_and_h660_face/q5xdLX9qZmKgrKFIjVsaTlfVQbC.jpg","1995-10-20","6000000"
"181","9070","1995","0113820","95","5.0","18490","Mighty Morphin Power Rangers: The Movie","https://themoviedb.org/movie/9070","66000000","A giant egg is unearthed at a construction site and soon opened, releasing the terrible Ivan Ooze, who wreaks vengeance on Zordon for imprisoning him millennia ago. With Zordon dying and their powers lost, the Rangers head to a distant planet to find the mystic warrior Dulcea.","https://image.tmdb.org/t/p/w440_and_h660_face/h18blchYYeoAfQHsEMGYUNbht0C.jpg","1995-06-30","15000000"
"183","48787","1995","0110604","95","6.8","4254","Mute Witness","https://themoviedb.org/movie/48787","","Billy Hughes, a mute makeup artist working on a slasher film being shot in Moscow, is locked in the studio after hours. While there she witnesses a brutal murder, and must first escape ...","https://image.tmdb.org/t/p/w440_and_h660_face/iINFao9V9XLytpPfLorhjU2V9mb.jpg","1995-09-15",""
"184","34574","1994","0110620","93","6.0","2419","Nadja","https://themoviedb.org/movie/34574","","This ultra-hip, post-modern vampire tale is set in contemporary New York City. Members of a dysfunctional family of vampires are trying to come to terms with each other, in the wake of ...","https://image.tmdb.org/t/p/w440_and_h660_face/sIZl6Oy5nn4kHKHamX50tSPF4Ob.jpg","1995-09-01",""
"185","1642","1995","0113957","114","5.8","47823","Net, The","https://themoviedb.org/movie/1642","110627965","A computer programmer stumbles upon a conspiracy, putting her life and the lives of those around her in great danger.","https://image.tmdb.org/t/p/w440_and_h660_face/dtupntUFMD5iXBo8HLfALt2ET4R.jpg","1995-07-28","22000000"
"186","11472","1995","0113986","103","5.4","29126","Nine Months","https://themoviedb.org/movie/11472","69660733","When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.","https://image.tmdb.org/t/p/w440_and_h660_face/z1nzYuoeTbGBrSicDxJEhJhEQz8.jpg","1995-07-12",""
"187","36196","1995","0114095","94","6.6","3551","Party Girl","https://themoviedb.org/movie/36196","472370","Mary is a free-spirited young woman with a run-down New York apartment and a high fashion wardrobe. She calls her godmother, a librarian, for bail money after being arrested for throwing an...","https://image.tmdb.org/t/p/w440_and_h660_face/cfGEUftQVjvJHTTc3OKbzfsBamT.jpg","1995-06-09","150000"
"188","11980","1995","0114194","98","6.6","23895","Prophecy, The","https://themoviedb.org/movie/11980","16","The angel Gabriel comes to Earth to collect a soul which will end the stalemated war in Heaven, and only a former priest and a little girl can stop him.","https://image.tmdb.org/t/p/w440_and_h660_face/4ZWFhQipzBHJze2llzCzhrSIZsn.jpg","1995-09-01","8"
"189","58372","1995","0114241","91","5.0","371","Reckless","https://themoviedb.org/movie/58372","","On Christmas Eve, a regretful husband admits to his high-spirited wife that he has hired a contract killer to take her out. She immediately flees. A nice couple offers her shelter, but everyone have dark secrets in this wacky movie.","https://image.tmdb.org/t/p/w440_and_h660_face/edNTtl2UuKcU8vXEaYgu76vISXw.jpg","1995-11-17",""
"190","32646","1995","0114323","119","7.1","8011","Safe","https://themoviedb.org/movie/32646","","An affluent and unexceptional homemaker in the suburbs develops multiple chemical sensitivity.","https://image.tmdb.org/t/p/w440_and_h660_face/3Rgjajh3biiK5ABKkGoqfy54bMs.jpg","1995-06-30",""
"191","10533","1995","0114345","135","5.1","11832","Scarlet Letter, The","https://themoviedb.org/movie/10533","10382407","An affair between a young woman and a pastor has disastrous consequences.","https://image.tmdb.org/t/p/w440_and_h660_face/1qn64QSxt32c7pTxtSZQGNRc97R.jpg","1995-10-13","50000000"
"193","10802","1995","0114436","128","4.6","48698","Showgirls","https://themoviedb.org/movie/10802","20350754","A young drifter, named Nomi, arrives in Las Vegas to become a dancer and soon sets about clawing and pushing her way to become the top of the Vegas showgirls.","https://image.tmdb.org/t/p/w440_and_h660_face/wIHiWN7kCELUZzbCMpMcxNC8HlS.jpg","1995-09-22","45000000"
"194","10149","1995","0114478","112","7.4","27374","Smoke","https://themoviedb.org/movie/10149","8349430","A Brooklyn smoke shop is the center of neighborhood activity, and the stories of its customers.","https://image.tmdb.org/t/p/w440_and_h660_face/phvnN7OPEnlHoAZe8nsSqPDD8B0.jpg","1995-06-09","7000000"
"195","18402","1995","0114496","106","5.7","10161","Something to Talk About","https://themoviedb.org/movie/18402","50892160","A woman's world is rocked when she discovers her husband is cheating on her.","https://image.tmdb.org/t/p/w440_and_h660_face/a52KpsmvLNdTdmDzw1fUrJONpfH.jpg","1995-08-04",""
"196","9348","1995","0114508","108","5.8","59541","Species","https://themoviedb.org/movie/9348","113374103","A group of scientists try to track down and trap a killer alien seductress before she successfully mates with a human.","https://image.tmdb.org/t/p/w440_and_h660_face/wxddZZM4LzlCMVcC4Bdiborh7Jf.jpg","1995-07-07","35000000"
"198","281","1995","0114558","145","7.2","52778","Strange Days","https://themoviedb.org/movie/281","7959291","A former cop turned street-hustler accidentally uncovers a police conspiracy in 1999 Los Angeles.","https://image.tmdb.org/t/p/w440_and_h660_face/rY5BrDRcYAKE0BYmmT66YG6Uy5Q.jpg","1995-10-13","42000000"
"199","5967","1964","0058450","91","7.8","14486","Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)","https://themoviedb.org/movie/5967","","A young girl separated from her lover by war faces a life altering decision.","https://image.tmdb.org/t/p/w440_and_h660_face/jgB88XoKb3uOPPvGKNuE9wuaxDE.jpg","1964-12-16",""
"200","79593","1995","0114666","99","5.0","931","Tie That Binds, The","https://themoviedb.org/movie/79593","5830454","John Netherwood and his wife Leann are fugitives who are both wanted for murder. They have a young daughter named Janie. John and Leann are in the process of robbing a house when the two ...","https://image.tmdb.org/t/p/w440_and_h660_face/zha65Z3nU6BnpIuEoTJPcK0qgFk.jpg","1995-09-08","14000000"
"201","47939","1995","0114663","115","6.1","2108","Three Wishes","https://themoviedb.org/movie/47939","7025496","In an unexplained act of charity, Jeanne Holman, picks up an injured, apparent tramp and takes him home to care for him little realising who he was or the effect he would have on her life and those of her family.","https://image.tmdb.org/t/p/w440_and_h660_face/qY1Mz8bPGKYmrb4kY1zm7s4480V.jpg","1995-10-27",""
"202","36834","1995","0114702","111","6.5","10047","Total Eclipse","https://themoviedb.org/movie/36834","339889","Young, wild poet Arthur Rimbaud and his mentor Paul Verlaine engage in a fierce, forbidden romance while feeling the effects of a hellish artistic lifestyle.","https://image.tmdb.org/t/p/w440_and_h660_face/e0j1zDF3ITeTbGTXFGamosCxT4z.jpg","1995-11-03",""
"203","9090","1995","0114682","109","6.3","20424","To Wong Foo, Thanks for Everything! Julie Newmar","https://themoviedb.org/movie/9090","47774193","Three drag queens travel cross-country until their car breaks down, leaving them stranded in a small town.","https://image.tmdb.org/t/p/w440_and_h660_face/8bkJiI6N8wDxAtQ49bLUt0qCBII.jpg","1995-09-08",""
"204","3512","1995","0114781","100","5.4","34875","Under Siege 2: Dark Territory","https://themoviedb.org/movie/3512","104324083","Casey Ryback hops on a Colorado to LA train to start a vacation with his niece. Early into the trip, terrorists board the train and use it as a mobile HQ to hijack a top secret destructive US satellite.","https://image.tmdb.org/t/p/w440_and_h660_face/gElwFCQTbSK5hdK0PVyia547nst.jpg","1995-07-14","60000000"
"205","52856","1995","0114798","93","6.8","2682","Unstrung Heroes","https://themoviedb.org/movie/52856","","Steven Lidz, unhappy with his home life since his mother got sick, goes and lives with his two crazy Uncles. There he changes and gets closer to his Uncles, but his parents want him home ...","https://image.tmdb.org/t/p/w440_and_h660_face/cFgF5so3GFsOg2HzrEXMZxLohHK.jpg","1995-09-22",""
"206","77350","1995","0114805","73","6.4","900","Unzipped","https://themoviedb.org/movie/77350","","Isaac Mizrahi, one of the most successful designers in high fashion, plans his fall 1994 collection. He combines inspirations such as the Hollywood Eskimo look, the Mary Tyler Moore show, ...","https://image.tmdb.org/t/p/w440_and_h660_face/dnIzv4rXr9FXkqW880E3rStYQA7.jpg","1995-08-11",""
"207","9560","1995","0114887","102","6.6","24011","Walk in the Clouds, A","https://themoviedb.org/movie/9560","50012507","A Walk in the Clouds depicted a story about a young-married US military soldier, named Paul, who returned home after the World War II. In the middle of the way back home, he accidentally ...","https://image.tmdb.org/t/p/w440_and_h660_face/tIvDOmWlbQYiFdwQXel5on5qjR9.jpg","1995-08-11","20000000"
"208","9804","1995","0114898","135","6.1","140036","Waterworld","https://themoviedb.org/movie/9804","264218220","In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw smokers, and reluctantly helps a woman and a young girl try to find dry land.","https://image.tmdb.org/t/p/w440_and_h660_face/f4Q6BKm1lv9u5xoffbIIwrOYf6z.jpg","1995-07-28","175000000"
"209","31611","1995","0114928","89","5.2","3901","White Man's Burden","https://themoviedb.org/movie/31611","","The story takes place in alternative America where the blacks are members of social elite, and whites are inhabitants of inner city ghettos. Louis Pinnock is a white worker in a chocolate ...","https://image.tmdb.org/t/p/w440_and_h660_face/pIgCFucYI0YvnMR35zV12YY0NHc.jpg","1995-12-01","8000000"
"211","49805","1994","0109340","97","7.3","2426","Browning Version, The","https://themoviedb.org/movie/49805","","Andrew Crocker-Harris is an embittered and disliked teacher of Greek and Latin at a British public school. After nearly 20 years of service, he is being forced to retire on the pretext of ...","https://image.tmdb.org/t/p/w440_and_h660_face/8My9Wnzu1zasVVzGdDj5y2dItuM.jpg","1994-10-12",""
"213","50797","1994","0111579","135","8.0","10870","Burnt by the Sun (Utomlyonnye solntsem)","https://themoviedb.org/movie/50797","2616503","Russia, 1936: revolutionary hero Colonel Kotov is spending an idyllic summer in his village with his young wife and six-year-old daughter Nadia and other assorted family and friends. Things...","https://image.tmdb.org/t/p/w440_and_h660_face/4zsq30Zj9iAeqejEkkmclL7VnwV.jpg","1995-04-21","2800000"
"214","19155","1994","0110882","113","8.1","10890","Before the Rain (Pred dozhdot)","https://themoviedb.org/movie/19155","763847","The circularity of violence seen in a story that circles on itself. In Republic of Macedonia, during war in Bosnia, Christians hunt an ethnic Albanian girl who may have murdered one of ...","https://image.tmdb.org/t/p/w440_and_h660_face/rSdjBP0UfJsaju4XcV64oTCQ2ZL.jpg","1995-02-24",""
"215","76","1995","0112471","105","8.1","175073","Before Sunrise","https://themoviedb.org/movie/76","5535405","A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.","https://image.tmdb.org/t/p/w440_and_h660_face/6KWnXYoV1htDT3TGYdFWucfTt6t.jpg","1995-01-27","2500000"
"216","11017","1995","0112508","89","6.4","102246","Billy Madison","https://themoviedb.org/movie/11017","26488734","In order to inherit his fed up father's hotel empire, an immature and lazy man must repeat grades 1-12 all over again.","https://image.tmdb.org/t/p/w440_and_h660_face/bdYGTBEjaL4uehlJDvLuTYg17vE.jpg","1995-02-10","10000000"
"217","37141","1995","0112438","90","4.2","3276","Babysitter, The","https://themoviedb.org/movie/37141","","A teenage babysitter is the focus of two boys and a man's separate obsessions.","https://image.tmdb.org/t/p/w440_and_h660_face/wOv6HKiKTcDiyZRXPOsjm2JhVZV.jpg","1995-10-17",""
"218","9382","1995","0112571","115","6.4","9447","Boys on the Side","https://themoviedb.org/movie/9382","23450000","Jane is a night club singer, out of work. Robin is a quirky real estate agent looking for a ride-share to accompany her to California. Her advertisement is answered by Jane, who at first ...","https://image.tmdb.org/t/p/w440_and_h660_face/2dhZnfBjiza5TupvOupRU4hFAcJ.jpg","1995-02-03","21000000"
"219","6715","1995","0112757","97","7.7","7184","Cure, The","https://themoviedb.org/movie/6715","","Erik, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter's life in an eventful summer.","https://image.tmdb.org/t/p/w440_and_h660_face/3WN1H5NzLOjhY9AP848v8WPc9uu.jpg","1995-04-21",""
"220","18256","1995","0112643","90","5.9","4099","Castle Freak","https://themoviedb.org/movie/18256","","A troubled couple and their blind daughter come to Italy to visit a 12th Century castle they've inherited. Soon they are plagued by unexplained noises, mysteriously broken objects, and the ...","https://image.tmdb.org/t/p/w440_and_h660_face/mrEwsnT79yl5XZlMHNxRZs0G7ws.jpg","1995-11-14",""
"222","22625","1995","0112679","103","6.6","6957","Circle of Friends","https://themoviedb.org/movie/22625","","'Circle Of Friends' is set in 1950's Ireland. The movie focuses on Benny Hogan and her best friend, Eve Malone. The story centers around Benny and Eve as they enter student life at ...","https://image.tmdb.org/t/p/w440_and_h660_face/53Ca41RdAOLiPbIoiNqpKBiAxRu.jpg","1995-04-07",""
"223","2292","1994","0109445","92","7.8","177869","Clerks","https://themoviedb.org/movie/2292","3151130","A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.","https://image.tmdb.org/t/p/w440_and_h660_face/9IiSgiq4h4siTIS9H3o4nZ3h5L9.jpg","1994-11-04","27000"
"224","1909","1994","0112883","97","6.8","40561","Don Juan DeMarco","https://themoviedb.org/movie/1909","22200000","A psychiatrist must cure a young patient that presents himself as Don Juan, the greatest lover in the world.","https://image.tmdb.org/t/p/w440_and_h660_face/fe0TuYz9jCKUba2Omj48K8bWJ8z.jpg","1995-04-07","25000000"
"225","8984","1994","0109635","128","6.0","35512","Disclosure","https://themoviedb.org/movie/8984","214015089","A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.","https://image.tmdb.org/t/p/w440_and_h660_face/m10Sx3ikuXhJomFnN3OYpkBpYEc.jpg","1994-12-09","55000000"
"227","4954","1994","0109676","101","5.6","15425","Drop Zone","https://themoviedb.org/movie/4954","28735315","A tough cop teams up with a professional skydiver to capture a renegade computer hacker on the run from the law.","https://image.tmdb.org/t/p/w440_and_h660_face/bbveyfmq6pGrzKL0l4waeA2WHHp.jpg","1994-12-09","45000000"
"228","62488","1995","0112854","102","4.4","1867","Destiny Turns on the Radio","https://themoviedb.org/movie/62488","","Johnny Destiny burns into Las Vegas in his hot Plymouth RoadRunner, stopping only to pick up a stranger stranded in the desert. But then, things aren't always as they seem. Anything can ...","https://image.tmdb.org/t/p/w440_and_h660_face/kd04IvuW1wvgGoB2HxSuFVIU9rU.jpg","1995-04-28",""
"229","10531","1994","0109579","103","7.3","16985","Death and the Maiden","https://themoviedb.org/movie/10531","","A political activist is convinced that her guest is a man who once tortured her for the government.","https://image.tmdb.org/t/p/w440_and_h660_face/tt9svTxy7I9NFFVtm8cwEWYzuc8.jpg","1995-01-27",""
"230","11929","1995","0109642","132","7.4","27505","Dolores Claiborne","https://themoviedb.org/movie/11929","","A big-city reporter travels to the small town where her mother has been arrested for the murder of an elderly woman that she works for as a maid.","https://image.tmdb.org/t/p/w440_and_h660_face/gfCh3TEQNEoro8lq21y4zYIic4D.jpg","1995-03-24",""
"231","8467","1994","0109686","107","7.3","281730","Dumb & Dumber (Dumb and Dumber)","https://themoviedb.org/movie/8467","247275374","The cross-country adventures of two good-hearted but incredibly stupid friends.","https://image.tmdb.org/t/p/w440_and_h660_face/4LdpBXiCyGKkR8FGHgjKlphrfUc.jpg","1994-12-16","16000000"
"232","10451","1994","0111797","124","7.8","13520","Eat Drink Man Woman (Yin shi nan nu)","https://themoviedb.org/movie/10451","7294403","A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members.","https://image.tmdb.org/t/p/w440_and_h660_face/ktdCBg2Xq2Ry0fuJYT4izktM2Hg.jpg","1994-08-03",""
"233","20156","1994","0109759","103","7.2","13801","Exotica","https://themoviedb.org/movie/20156","","This psychological thriller is true to its subjects as well as being complex, dynamic, and overly dramatic. How something so long ago, seemingly trivial, years later with more significant ...","https://image.tmdb.org/t/p/w440_and_h660_face/pWcJdcIHjL3P6NaEJKeV6ONfAMV.jpg","1995-03-24",""
"234","18395","1994","0109758","113","4.1","5475","Exit to Eden","https://themoviedb.org/movie/18395","6841570","Elliot is going to the island of Eden to live out his submissive fantasies, but inadvertently photographs diamond smugglers at work. Smugglers, and detectives, follow him to the island, ...","https://image.tmdb.org/t/p/w440_and_h660_face/bRXoRacBdOeOXJNjnTq8RgTiDyt.jpg","1994-10-14",""
"235","522","1994","0109707","127","7.9","140018","Ed Wood","https://themoviedb.org/movie/522","5887457","An ambitious but troubled movie director tries his best to fulfill his dream, despite his lack of support.","https://image.tmdb.org/t/p/w440_and_h660_face/mwIpZTVgnHl08RvNFvgHCINR8BL.jpg","1994-10-07","18000000"
"236","397","1995","0113117","111","6.5","37872","French Kiss","https://themoviedb.org/movie/397","","A woman flies to France to confront her straying fiancé, but gets into trouble when the charming crook seated next to her uses her for smuggling.","https://image.tmdb.org/t/p/w440_and_h660_face/5u4eWdWI083k8tdXmjTGbFsI3YV.jpg","1995-05-05",""
"237","10525","1995","0113097","101","6.4","9267","Forget Paris","https://themoviedb.org/movie/10525","33177694","Mickey Gordon is a basketball referee who travels to France to bury his father. Ellen Andrews is an American living in Paris who works for the airline he flies on. They meet and fall in ...","https://image.tmdb.org/t/p/w440_and_h660_face/xYyTAd8OwMHb60KKXfaYO6VvcoL.jpg","1995-05-19",""
"238","27985","1995","0113028","81","6.4","1948","Far From Home: The Adventures of Yellow Dog","https://themoviedb.org/movie/27985","","Teenage Angus adopts a stray dog and names him Yellow. Several days later, while traveling along the coast of British Columbia with Angus' father, John, the boy and dog become stranded when...","https://image.tmdb.org/t/p/w440_and_h660_face/nSi2Q6SEDMkEJZFJieJVGTjmWsi.jpg","1995-01-13",""
"239","15789","1995","0113198","78","6.8","33010","Goofy Movie, A","https://themoviedb.org/movie/15789","35348597","When Max makes an preposterous promise to a girl he has a crush on, his chances to fulfilling it seem hopeless when he is dragged onto a cross-country trip with his embarrassing father, Goofy.","https://image.tmdb.org/t/p/w440_and_h660_face/bycmMhO3iIoEDzP768sUjq2RV4T.jpg","1995-04-07","18000000"
